edge_idx,causal_score
1085,1.0
1086,0.5772542
1087,0.37432352
1088,0.48512632
1089,0.31838438
1090,0.23030673
1091,0.5412884
1092,0.45737925
1093,0.15251385
1094,0.746836
1095,0.5065697
1096,0.68054384
1097,0.21334012
1098,0.7235397
1099,0.25015217
1100,0.7343278
1101,0.2870659
1102,1.0
1103,0.88169247
1104,0.9066053
1105,0.9567585
1106,1.0
1107,0.9734806
1108,1.0
1109,1.0
1110,1.0
1111,0.92898697
1112,1.0
1113,0.9862511
1114,1.0
1115,0.92124516
1116,1.0
1117,1.0
1118,0.92290485
1119,1.0
1120,1.0
1121,1.0
1122,1.0
1123,0.9523277
1124,1.0
1125,1.0
1126,1.0
1127,1.0
1128,1.0
1129,0.9117595
1130,1.0
1131,0.92139775
1132,1.0
1133,1.0
1134,1.0
1135,0.6022919
1136,0.83479494
1137,0.8962732
1138,0.6833203
1139,0.7299214
1140,1.0
1141,0.7592158
1142,0.7489338
1143,0.7821049
1144,0.7571677
1145,0.8633687
1146,0.9452344
1147,0.8378143
1148,0.8329634
1149,0.7770781
1150,0.7017462
1151,1.0
1152,0.7846149
1153,0.5867231
1154,0.7429208
1155,1.0
1156,1.0
1157,0.73188686
1158,0.8492698
1159,0.8307783
1160,1.0
1161,0.69125766
1162,0.84825945
1163,1.0
1164,0.76006323
1165,0.2908242
1166,0.42801872
1167,0.3394173
1168,0.4892364
1169,0.34538457
1170,0.3772216
1171,0.22158387
1172,0.409442
1173,0.36770144
1174,0.35890678
1175,0.2788017
1176,0.3294133
1177,0.28572506
1178,0.4995129
1179,0.38592988
1180,0.2452292
1181,0.35055742
1182,0.2968068
1183,0.41760004
1184,0.29638603
1185,0.27329445
1186,0.5254039
1187,0.3358985
1188,0.28463677
1189,0.3351941
1190,0.5228679
1191,0.40354958
1192,0.49732447
1193,0.30330852
1194,0.38749543
1195,0.87620825
1196,0.70124
1197,0.78249645
1198,0.87216127
1199,0.4464591
1200,0.4888025
1201,0.7609453
1202,0.81738067
1203,1.0
1204,0.7974014
1205,0.59950906
1206,1.0
1207,0.42968452
1208,0.32816166
1209,0.93742883
1210,0.09156378
1211,0.16053732
1212,0.20917858
1213,0.114125095
1214,0.13870707
1215,0.09791326
1216,0.14042285
1217,0.053431313
1218,0.11516857
1219,0.13177976
1220,0.11612977
1221,0.06288703
1222,0.12503861
1223,0.06264634
1224,0.1967071
1225,0.08965252
1226,0.08089713
1227,0.11502005
1228,0.51709956
1229,0.6166511
1230,0.2331745
1231,0.28624973
1232,0.15442504
1233,0.59745216
1234,0.6149558
1235,0.4449284
1236,1.0
1237,1.0
1238,0.18752591
1239,0.13674986
1240,0.8350056
1241,0.22278199
1242,0.13625167
1243,0.76724666
1244,0.7074852
1245,0.5914531
1246,0.6072567
1247,0.5585734
